[2025-08-03T15:08:21.330Z] [INFO] Activando extensión "Ollama Code Analyzer"...
[2025-08-03T15:08:22.133Z] [INFO] Extensión "Ollama Code Analyzer" activada y lista.
[2025-08-03T15:08:28.577Z] [INFO] Ejecutando comando: command.explainCode.title
[2025-08-03T15:08:28.581Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
  "response": "### Unit Test Code\n\n```csharp\nusing Xunit;\nusing System;\n\npublic class LibraryServiceTests\n{\n    private int _nextRecordId = 1;\n    private List<LoanRecord> _loanRecords = new List<LoanRecord>();\n\n    [Fact]\n    public void LoanBook_WhenBookIsAlreadyLoaned_ShouldThrowInvalidOperationException()\n    {\n        // Arrange\n        var libraryService = new LibraryService(_nextRecordId, _loanRecords);\n        var book = new Book { IsLoaned = true };\n        var member = new Member();\n\n        // Act & Assert\n        Assert.Throws<InvalidOperationException>(() => libraryService.LoanBook(book, member));\n    }\n\n    [Fact]\n    public void LoanBook_WhenBookIsNotLoaned_ShouldCreateLoanRecordAndMarkBookAsLoaned()\n    {\n        // Arrange\n        var libraryService = new LibraryService(_nextRecordId, _loanRecords);\n        var book = new Book { IsLoaned = false };\n        var member = new Member();\n        int expectedNextRecordId = 1;\n\n        // Act\n        var loanRecord = libraryService.LoanBook(book, member);\n\n        // Assert\n        Assert.NotNull(loanRecord);\n        Assert.Equal(expectedNextRecordId, libraryService._nextRecordId);\n        Assert.True(book.IsLoaned);\n        Assert.Single(libraryService._loanRecords);\n    }\n}\n```\n\n### Test Cases\n\n1. **Normal Flow**:\n   - When a book is not currently loaned, the `LoanBook` method should create a new `LoanRecord`, mark the book as loaned, and add it to the list of loan records.\n   \n2. **Edge Case**:\n   - When a book is already loaned, the `LoanBook` method should throw an `InvalidOperationException`.\n\n3. **Exception Handling**:\n   - The test checks if the method throws an exception when attempting to loan a book that is already loaned.\n\n### Supporting Classes\n\nFor completeness, here are the supporting classes used in the test cases:\n\n```csharp\npublic class LibraryService\n{\n    public int _nextRecordId { get; private set; }\n    public List<LoanRecord> _loanRecords { get; private set; }\n\n    public LibraryService(int nextRecordId, List<LoanRecord> loanRecords)\n    {\n        _nextRecordId = nextRecordId;\n        _loanRecords = loanRecords;\n    }\n\n    public LoanRecord LoanBook(Book book, Member member)\n    {\n        if (book.IsLoaned)\n            throw new InvalidOperationException(\"Book is already loaned.\");\n\n        var record = new LoanRecord(_nextRecordId++, book, member);\n        book.MarkAsLoaned();\n        _loanRecords.Add(record);\n        return record;\n    }\n}\n\npublic class Book\n{\n    public bool IsLoaned { get; private set; }\n\n    public void MarkAsLoaned()\n    {\n        IsLoaned = true;\n    }\n}\n\npublic class Member\n{\n}\n\npublic class LoanRecord\n{\n    public int Id { get; }\n    public Book Book { get; }\n    public Member Member { get; }\n\n    public LoanRecord(int id, Book book, Member member)\n    {\n        Id = id;\n        Book = book;\n        Member = member;\n    }\n}\n```",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    458,
    6203,
    47788,
    323,
    264,
    1273,
    9471,
    17847,
    369,
    279,
    4128,
    25,
    272,
    52917,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    31115,
    264,
    4583,
    4982,
    1273,
    369,
    279,
    3897,
    2038,
    43065,
    1667,
    264,
    5411,
    7497,
    12626,
    320,
    68,
    1302,
    2572,
    93469,
    369,
    12914,
    11,
    27764,
    369,
    13027,
    4292,
    17371,
    279,
    1273,
    2038,
    304,
    264,
    73192,
    2038,
    2504,
    1667,
    279,
    1565,
    66,
    52917,
    63,
    12816,
    624,
    6025,
    279,
    2038,
    11,
    2924,
    264,
    364,
    14374,
    3393,
    46024,
    6,
    3772,
    429,
    11469,
    279,
    25283,
    9761,
    320,
    68,
    1302,
    2572,
    4622,
    6396,
    11,
    6821,
    5048,
    11,
    19585,
    3593,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    220,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    456,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    14374,
    7954,
    3393,
    6119,
    271,
    73594,
    66,
    52917,
    198,
    970,
    59361,
    280,
    970,
    739,
    401,
    888,
    536,
    11635,
    1860,
    18200,
    198,
    515,
    262,
    869,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    280,
    262,
    869,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    284,
    501,
    1759,
    27,
    71255,
    6471,
    10448,
    262,
    508,
    17417,
    921,
    262,
    584,
    737,
    35081,
    7134,
    62,
    4498,
    7134,
    3872,
    38370,
    4262,
    51430,
    36578,
    616,
    23079,
    90735,
    741,
    262,
    341,
    286,
    442,
    40580,
    198,
    286,
    762,
    6733,
    1860,
    284,
    501,
    11635,
    1860,
    2490,
    3600,
    6471,
    764,
    11,
    716,
    38329,
    25876,
    317,
    286,
    762,
    2311,
    284,
    501,
    5893,
    314,
    2160,
    4262,
    51430,
    284,
    830,
    2605,
    286,
    762,
    4462,
    284,
    501,
    12039,
    1428,
    286,
    442,
    3218,
    609,
    5319,
    198,
    286,
    5319,
    61141,
    27,
    90735,
    58789,
    589,
    6733,
    1860,
    65730,
    276,
    7134,
    33130,
    11,
    4462,
    1106,
    262,
    555,
    262,
    508,
    17417,
    921,
    262,
    584,
    737,
    35081,
    7134,
    62,
    4498,
    7134,
    3872,
    2623,
    4262,
    51430,
    36578,
    616,
    4021,
    71255,
    6471,
    3036,
    8949,
    7134,
    2121,
    4262,
    51430,
    741,
    262,
    341,
    286,
    442,
    40580,
    198,
    286,
    762,
    6733,
    1860,
    284,
    501,
    11635,
    1860,
    2490,
    3600,
    6471,
    764,
    11,
    716,
    38329,
    25876,
    317,
    286,
    762,
    2311,
    284,
    501,
    5893,
    314,
    2160,
    4262,
    51430,
    284,
    895,
    2605,
    286,
    762,
    4462,
    284,
    501,
    12039,
    543,
    286,
    526,
    3601,
    5847,
    6471,
    764,
    284,
    220,
    16,
    401,
    286,
    442,
    3218,
    198,
    286,
    762,
    11679,
    6471,
    284,
    6733,
    1860,
    65730,
    276,
    7134,
    33130,
    11,
    4462,
    626,
    286,
    442,
    5319,
    198,
    286,
    5319,
    42099,
    7,
    38329,
    6471,
    317,
    286,
    5319,
    12808,
    15253,
    5847,
    6471,
    764,
    11,
    6733,
    1860,
    1436,
    3600,
    6471,
    764,
    317,
    286,
    5319,
    32443,
    33130,
    4506,
    4262,
    51430,
    317,
    286,
    5319,
    23119,
    93299,
    1860,
    1436,
    38329,
    25876,
    317,
    262,
    456,
    532,
    13874,
    19324,
    14374,
    3393,
    46024,
    271,
    16,
    13,
    3070,
    12206,
    22452,
    334,
    510,
    256,
    481,
    3197,
    264,
    2311,
    374,
    537,
    5023,
    11679,
    291,
    11,
    279,
    1565,
    71255,
    7134,
    63,
    1714,
    1265,
    1855,
    264,
    501,
    1565,
    71255,
    6471,
    7808,
    1868,
    279,
    2311,
    438,
    11679,
    291,
    11,
    323,
    912,
    432,
    311,
    279,
    1140,
    315,
    11679,
    7424,
    624,
    5872,
    17,
    13,
    3070,
    11656,
    11538,
    334,
    510,
    256,
    481,
    3197,
    264,
    2311,
    374,
    2669,
    11679,
    291,
    11,
    279,
    1565,
    71255,
    7134,
    63,
    1714,
    1265,
    2510,
    458,
    1565,
    90735,
    62338,
    18,
    13,
    3070,
    1354,
    55713,
    334,
    510,
    256,
    481,
    576,
    1273,
    12341,
    421,
    279,
    1714,
    3787,
    458,
    4683,
    979,
    19405,
    311,
    11679,
    264,
    2311,
    429,
    374,
    2669,
    11679,
    291,
    382,
    14374,
    73996,
    33869,
    271,
    2461,
    79314,
    11,
    1588,
    525,
    279,
    12613,
    6846,
    1483,
    304,
    279,
    1273,
    5048,
    1447,
    73594,
    66,
    52917,
    198,
    888,
    536,
    11635,
    1860,
    198,
    515,
    262,
    584,
    526,
    716,
    3600,
    6471,
    764,
    314,
    633,
    26,
    869,
    738,
    26,
    456,
    262,
    584,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    314,
    633,
    26,
    869,
    738,
    26,
    555,
    262,
    584,
    11635,
    1860,
    1548,
    1790,
    6471,
    764,
    11,
    1759,
    27,
    71255,
    6471,
    29,
    11679,
    25876,
    340,
    262,
    341,
    286,
    716,
    3600,
    6471,
    764,
    284,
    1790,
    6471,
    764,
    280,
    286,
    716,
    38329,
    25876,
    284,
    11679,
    25876,
    280,
    262,
    555,
    262,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    262,
    341,
    286,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    310,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    30458,
    286,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    286,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    286,
    716,
    38329,
    25876,
    1904,
    23794,
    317,
    286,
    470,
    3255,
    280,
    262,
    456,
    630,
    888,
    536,
    5893,
    198,
    515,
    262,
    584,
    1807,
    2160,
    4262,
    51430,
    314,
    633,
    26,
    869,
    738,
    26,
    555,
    262,
    584,
    737,
    4389,
    2121,
    4262,
    51430,
    741,
    262,
    341,
    286,
    2160,
    4262,
    51430,
    284,
    830,
    280,
    262,
    456,
    630,
    888,
    536,
    12039,
    198,
    515,
    630,
    888,
    536,
    35081,
    6471,
    198,
    515,
    262,
    584,
    526,
    5223,
    314,
    633,
    26,
    456,
    262,
    584,
    5893,
    5893,
    314,
    633,
    26,
    456,
    262,
    584,
    12039,
    12039,
    314,
    633,
    26,
    555,
    262,
    584,
    35081,
    6471,
    1548,
    877,
    11,
    5893,
    2311,
    11,
    12039,
    4462,
    340,
    262,
    341,
    286,
    5223,
    284,
    877,
    280,
    286,
    5893,
    284,
    2311,
    280,
    286,
    12039,
    284,
    4462,
    280,
    262,
    456,
    532,
    73594
  ],
  "total_duration": 30604679100,
  "load_duration": 127321900,
  "prompt_eval_count": 214,
  "prompt_eval_duration": 335947600,
  "eval_count": 675,
  "eval_duration": 30141409600
}
[2025-08-03T15:12:01.578Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:12:01.581Z] [INFO] Comando 'command.generateUnitTest.title' completado con éxito.
[2025-08-03T15:13:08.681Z] [INFO] Ejecutando comando: command.conceptualRefactor.title
[2025-08-03T15:13:08.683Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:13:08.687Z] [INFO] Enviando petición a Ollama...
{
  "baseUrl": "http://localhost:11434",
  "model": "qwen2.5-coder:7b"
}
[2025-08-03T15:13:21.490Z] [INFO] Respuesta recibida de Ollama:
{
  "model": "qwen2.5-coder:7b",
  "created_at": "2025-08-03T15:13:21.4756969Z",
  "response": "### Original Intent – Explain what the code is trying to accomplish.\nThe original intent of this code snippet is to create a loan record for a book when it is borrowed by a member. It checks if the book is already loaned, creates a new `LoanRecord`, marks the book as loaned, and adds the record to a collection.\n\n### Refactored Code – Show the improved version inside a complete ```csharp``` code block.\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"Book is already loaned.\");\n\n    var loanRecord = new LoanRecord(_nextRecordId++, book, member);\n    _loanRecords.Add(loanRecord);\n    book.MarkAsLoaned();\n    return loanRecord;\n}\n```\n\n### Justification – Explain why your version is better (e.g., performance, readability, maintainability).\n1. **Readability**: The refactored code maintains the same functionality but with a slightly different structure that can be easier to read and understand.\n2. **Maintainability**: By separating the creation of the `LoanRecord` into its own variable (`loanRecord`), it makes the code more modular and easier to maintain.\n3. **Performance**: There is no significant performance improvement in this case, but the refactored version can be easier to modify or extend if needed.",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    264,
    19342,
    4377,
    24018,
    323,
    458,
    6203,
    304,
    40660,
    13487,
    272,
    52917,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    13708,
    766,
    26818,
    50399,
    10521,
    279,
    4024,
    7385,
    315,
    279,
    2038,
    624,
    1336,
    13373,
    73192,
    448,
    2326,
    14158,
    11,
    1817,
    11523,
    553,
    458,
    472,
    18,
    14496,
    510,
    220,
    16600,
    17230,
    8829,
    1365,
    81917,
    1128,
    279,
    2038,
    374,
    4460,
    311,
    22054,
    624,
    220,
    16600,
    8550,
    531,
    3018,
    6119,
    1365,
    6928,
    279,
    12944,
    2319,
    4766,
    264,
    4583,
    54275,
    66,
    52917,
    73594,
    2038,
    2504,
    624,
    220,
    16600,
    4599,
    2404,
    1365,
    81917,
    3170,
    697,
    2319,
    374,
    2664,
    320,
    68,
    1302,
    2572,
    5068,
    11,
    91494,
    11,
    10306,
    2897,
    4292,
    10253,
    17432,
    3501,
    323,
    63594,
    2038,
    34503,
    311,
    11167,
    2989,
    4344,
    624,
    5404,
    537,
    2924,
    7112,
    2550,
    476,
    4718,
    13,
    20094,
    1265,
    387,
    1196,
    83218,
    382,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    220,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    456,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    14374,
    17230,
    8829,
    1365,
    81917,
    1128,
    279,
    2038,
    374,
    4460,
    311,
    22054,
    624,
    785,
    4024,
    7385,
    315,
    419,
    2038,
    43065,
    374,
    311,
    1855,
    264,
    11679,
    3255,
    369,
    264,
    2311,
    979,
    432,
    374,
    45564,
    553,
    264,
    4462,
    13,
    1084,
    12341,
    421,
    279,
    2311,
    374,
    2669,
    11679,
    291,
    11,
    11450,
    264,
    501,
    1565,
    71255,
    6471,
    7808,
    15423,
    279,
    2311,
    438,
    11679,
    291,
    11,
    323,
    11367,
    279,
    3255,
    311,
    264,
    4426,
    382,
    14374,
    8550,
    531,
    3018,
    6119,
    1365,
    6928,
    279,
    12944,
    2319,
    4766,
    264,
    4583,
    54275,
    66,
    52917,
    73594,
    2038,
    2504,
    624,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    11679,
    6471,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    262,
    716,
    38329,
    25876,
    1904,
    7,
    38329,
    6471,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    470,
    11679,
    6471,
    280,
    532,
    13874,
    19324,
    14374,
    4599,
    2404,
    1365,
    81917,
    3170,
    697,
    2319,
    374,
    2664,
    320,
    68,
    1302,
    2572,
    5068,
    11,
    91494,
    11,
    10306,
    2897,
    4292,
    16,
    13,
    3070,
    4418,
    2897,
    95518,
    576,
    2053,
    531,
    3018,
    2038,
    31995,
    279,
    1852,
    14944,
    714,
    448,
    264,
    10078,
    2155,
    5944,
    429,
    646,
    387,
    8661,
    311,
    1349,
    323,
    3535,
    624,
    17,
    13,
    3070,
    66734,
    466,
    2897,
    95518,
    3216,
    49445,
    279,
    9688,
    315,
    279,
    1565,
    71255,
    6471,
    63,
    1119,
    1181,
    1828,
    3890,
    28654,
    38329,
    6471,
    63,
    701,
    432,
    3643,
    279,
    2038,
    803,
    43893,
    323,
    8661,
    311,
    10306,
    624,
    18,
    13,
    3070,
    34791,
    95518,
    2619,
    374,
    902,
    5089,
    5068,
    15673,
    304,
    419,
    1142,
    11,
    714,
    279,
    2053,
    531,
    3018,
    2319,
    646,
    387,
    8661,
    311,
    5602,
    476,
    13036,
    421,
    4362,
    13
  ],
  "total_duration": 12775404600,
  "load_duration": 187044500,
  "prompt_eval_count": 249,
  "prompt_eval_duration": 299903100,
  "eval_count": 285,
  "eval_duration": 12287928500
}
[2025-08-03T15:13:21.491Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:13:21.494Z] [INFO] Comando 'command.conceptualRefactor.title' completado con éxito.
[2025-08-03T15:16:15.146Z] [INFO] Ejecutando comando: command.conceptualRefactor.title
[2025-08-03T15:16:15.150Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:16:15.159Z] [INFO] Enviando petición a Ollama...
{
  "baseUrl": "http://localhost:11434",
  "model": "qwen2.5-coder:7b"
}
[2025-08-03T15:16:39.178Z] [INFO] Respuesta recibida de Ollama:
{
  "model": "qwen2.5-coder:7b",
  "created_at": "2025-08-03T15:16:39.158967Z",
  "response": "### Original Intent – Explain what the code is trying to accomplish.\nThe code appears to be part of a library management system that handles loaning books. The `LoanBook` method is responsible for:\n- Checking if the book is already loaned and throwing an exception if it is.\n- Creating a new `LoanRecord` with a unique ID, the book, and the member who borrowed it.\n- Marking the book as loaned.\n- Adding the `LoanRecord` to a list of all loan records.\n\n### Refactored Code – Show the improved version inside a complete ```csharp``` code block.\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"Book is already loaned.\");\n\n    var record = new LoanRecord(_nextRecordId++, book, member);\n    book.MarkAsLoaned();\n    _loanRecords.Add(record);\n\n    return record;\n}\n```\n### Justification – Explain why your version is better (e.g., performance, readability, maintainability).\n- **Readability**: The original code is already quite readable, but we can make it slightly more concise and explicit by using a local function to handle the creation of the `LoanRecord`.\n- **Maintainability**: By extracting the creation of the `LoanRecord` into a separate method, the main logic becomes cleaner and easier to understand.\n- **Performance**: There are no significant performance improvements here, but the code is more modular, which can make it easier to test and debug.\n\n### Refactored Code with Local Function\n```csharp\npublic LoanRecord LoanBook(Book book, Member member)\n{\n    if (book.IsLoaned)\n        throw new InvalidOperationException(\"Book is already loaned.\");\n\n    var record = CreateLoanRecord(book, member);\n    book.MarkAsLoaned();\n    _loanRecords.Add(record);\n\n    return record;\n}\n\nprivate LoanRecord CreateLoanRecord(Book book, Member member)\n{\n    return new LoanRecord(_nextRecordId++, book, member);\n}\n```\n\n### Justification for Refactored Code with Local Function\n- **Readability**: The use of a local function `CreateLoanRecord` makes the main logic more readable by isolating the creation of the `LoanRecord`.\n- **Maintainability**: Extracting the record creation into its own method improves maintainability, as changes to how records are created can be made in one place.\n- **Performance**: No significant performance improvements, but the code is cleaner and easier to understand.",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    264,
    19342,
    4377,
    24018,
    323,
    458,
    6203,
    304,
    40660,
    13487,
    272,
    52917,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    13708,
    766,
    26818,
    50399,
    10521,
    279,
    4024,
    7385,
    315,
    279,
    2038,
    624,
    1336,
    13373,
    73192,
    448,
    2326,
    14158,
    11,
    1817,
    11523,
    553,
    458,
    472,
    18,
    14496,
    510,
    220,
    16600,
    17230,
    8829,
    1365,
    81917,
    1128,
    279,
    2038,
    374,
    4460,
    311,
    22054,
    624,
    220,
    16600,
    8550,
    531,
    3018,
    6119,
    1365,
    6928,
    279,
    12944,
    2319,
    4766,
    264,
    4583,
    54275,
    66,
    52917,
    73594,
    2038,
    2504,
    624,
    220,
    16600,
    4599,
    2404,
    1365,
    81917,
    3170,
    697,
    2319,
    374,
    2664,
    320,
    68,
    1302,
    2572,
    5068,
    11,
    91494,
    11,
    10306,
    2897,
    4292,
    10253,
    17432,
    3501,
    323,
    63594,
    2038,
    34503,
    311,
    11167,
    2989,
    4344,
    624,
    5404,
    537,
    2924,
    7112,
    2550,
    476,
    4718,
    13,
    20094,
    1265,
    387,
    1196,
    83218,
    382,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    319,
    286,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    456,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    14374,
    17230,
    8829,
    1365,
    81917,
    1128,
    279,
    2038,
    374,
    4460,
    311,
    22054,
    624,
    785,
    2038,
    7952,
    311,
    387,
    949,
    315,
    264,
    6733,
    6240,
    1849,
    429,
    13469,
    11679,
    287,
    6467,
    13,
    576,
    1565,
    71255,
    7134,
    63,
    1714,
    374,
    8480,
    369,
    510,
    12,
    46093,
    421,
    279,
    2311,
    374,
    2669,
    11679,
    291,
    323,
    21244,
    458,
    4683,
    421,
    432,
    374,
    624,
    12,
    31306,
    264,
    501,
    1565,
    71255,
    6471,
    63,
    448,
    264,
    4911,
    3034,
    11,
    279,
    2311,
    11,
    323,
    279,
    4462,
    879,
    45564,
    432,
    624,
    12,
    4389,
    287,
    279,
    2311,
    438,
    11679,
    291,
    624,
    12,
    30370,
    279,
    1565,
    71255,
    6471,
    63,
    311,
    264,
    1140,
    315,
    678,
    11679,
    7424,
    382,
    14374,
    8550,
    531,
    3018,
    6119,
    1365,
    6928,
    279,
    12944,
    2319,
    4766,
    264,
    4583,
    54275,
    66,
    52917,
    73594,
    2038,
    2504,
    624,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    716,
    38329,
    25876,
    1904,
    23794,
    626,
    262,
    470,
    3255,
    280,
    532,
    13874,
    3989,
    14374,
    4599,
    2404,
    1365,
    81917,
    3170,
    697,
    2319,
    374,
    2664,
    320,
    68,
    1302,
    2572,
    5068,
    11,
    91494,
    11,
    10306,
    2897,
    4292,
    12,
    3070,
    4418,
    2897,
    95518,
    576,
    4024,
    2038,
    374,
    2669,
    5008,
    33798,
    11,
    714,
    582,
    646,
    1281,
    432,
    10078,
    803,
    63594,
    323,
    11464,
    553,
    1667,
    264,
    2205,
    729,
    311,
    3705,
    279,
    9688,
    315,
    279,
    1565,
    71255,
    6471,
    18639,
    12,
    3070,
    66734,
    466,
    2897,
    95518,
    3216,
    59408,
    279,
    9688,
    315,
    279,
    1565,
    71255,
    6471,
    63,
    1119,
    264,
    8651,
    1714,
    11,
    279,
    1887,
    12218,
    9044,
    31881,
    323,
    8661,
    311,
    3535,
    624,
    12,
    3070,
    34791,
    95518,
    2619,
    525,
    902,
    5089,
    5068,
    18142,
    1588,
    11,
    714,
    279,
    2038,
    374,
    803,
    43893,
    11,
    892,
    646,
    1281,
    432,
    8661,
    311,
    1273,
    323,
    7390,
    382,
    14374,
    8550,
    531,
    3018,
    6119,
    448,
    8774,
    5712,
    198,
    73594,
    66,
    52917,
    198,
    888,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    340,
    286,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    30458,
    262,
    762,
    3255,
    284,
    4230,
    71255,
    6471,
    33130,
    11,
    4462,
    317,
    262,
    2311,
    75888,
    2121,
    4262,
    51430,
    543,
    262,
    716,
    38329,
    25876,
    1904,
    23794,
    626,
    262,
    470,
    3255,
    280,
    630,
    1996,
    35081,
    6471,
    4230,
    71255,
    6471,
    80436,
    2311,
    11,
    12039,
    4462,
    340,
    515,
    262,
    470,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    317,
    532,
    13874,
    19324,
    14374,
    4599,
    2404,
    369,
    8550,
    531,
    3018,
    6119,
    448,
    8774,
    5712,
    198,
    12,
    3070,
    4418,
    2897,
    95518,
    576,
    990,
    315,
    264,
    2205,
    729,
    1565,
    4021,
    71255,
    6471,
    63,
    3643,
    279,
    1887,
    12218,
    803,
    33798,
    553,
    13098,
    1095,
    279,
    9688,
    315,
    279,
    1565,
    71255,
    6471,
    18639,
    12,
    3070,
    66734,
    466,
    2897,
    95518,
    22826,
    287,
    279,
    3255,
    9688,
    1119,
    1181,
    1828,
    1714,
    34950,
    10306,
    2897,
    11,
    438,
    4344,
    311,
    1246,
    7424,
    525,
    3465,
    646,
    387,
    1865,
    304,
    825,
    1992,
    624,
    12,
    3070,
    34791,
    95518,
    2308,
    5089,
    5068,
    18142,
    11,
    714,
    279,
    2038,
    374,
    31881,
    323,
    8661,
    311,
    3535,
    13
  ],
  "total_duration": 23977410600,
  "load_duration": 123618100,
  "prompt_eval_count": 250,
  "prompt_eval_duration": 347505500,
  "eval_count": 517,
  "eval_duration": 23505737300
}
[2025-08-03T15:16:39.178Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:16:39.180Z] [INFO] Comando 'command.conceptualRefactor.title' completado con éxito.
[2025-08-03T15:17:20.358Z] [INFO] Ejecutando comando: command.checkCompanyStandards.title
